Station_Name,Latitude,Longitude,Date,Air Temperature (C°),Air Temperature Uncertainty (C°),Wind Direction at 3m (°N),Wind Direction at 3m Uncertainty (°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv)),GHI (Wh/m2)
Al Baha - University,20.1794,41.6357,01-06-2018 00:00,29.3,0.5,346,4,2.8,0.1,1.7,3295.4,124.3,957.7,4686.4,234.7,2296.1,220.7,952.9,21.9,0.1,17.9,3,832.4,4.2,6996.7
Al Baha - University,20.1794,41.6357,01-07-2018 00:00,28.6,0.5,309,4,3.1,0.1,1.7,3105.6,98.5,541.9,4438.7,200.2,1776.7,209.6,1079,17.6,0.1,21.9,3,831.6,4.2,6665
Al Baha - University,20.1794,41.6357,01-08-2018 00:00,28.9,0.5,326,4,3.1,0.1,1.6,2628.8,110.8,592.6,5055.4,225.3,1767.7,252.7,805.2,16.8,0.1,23.4,3,831.9,4.2,6590.6
Al Baha - University,20.1794,41.6357,01-03-2019 00:00,19.5,0.5,0,0,0,0,0,1944.9,77.3,536.5,7084.3,253.9,1407.3,234.2,478.3,0,0,35.4,3,834,4.2,6846.4
Al Baha - University,20.1794,41.6357,01-04-2019 00:00,22.5,0.5,0,0,0,0,0,2381.3,588.6,710.8,5975.5,1127.2,1857.6,1242,767.8,0,0,40.4,3,834.1,4.2,6864.9
Al Baha - University,20.1794,41.6357,01-05-2019 00:00,24.1,0.5,0,0,0,0,0,2730.5,769.9,680.1,4082.4,1222.5,1702.6,1361.4,870.3,0,0,34.4,3,834.7,4.2,5895.8
Al Baha - University,20.1794,41.6357,01-06-2019 00:00,29.1,0.5,0,0,0,0,0,2752.9,681.9,418.1,4397.7,1139,1450.2,1370.9,884.4,0,0,18.4,3,833.2,4.2,6252.5
Al Baha - University,20.1794,41.6357,01-07-2019 00:00,29.9,0.5,0,0,0,0,0,2950.1,108.9,556.3,4929.2,230.4,1530.2,227.2,713.1,0,0,16.4,3,831.3,4.2,6914.6
Al Baha - University,20.1794,41.6357,01-08-2019 00:00,27.8,0.5,0,0,0,0,0,2624.2,90.5,561.1,4751.7,195,1721.6,207.8,1009,0,0,28.3,3,832.4,4.2,6362
Al Baha - University,20.1794,41.6357,01-09-2019 00:00,28.4,0.5,0,0,0,0,0,2286.3,121.8,591.6,6008.3,226.9,1783.1,230.2,727.1,0,0,17.1,3,833.5,4.2,6709.8
Al Baha - University,20.1794,41.6357,01-10-2019 00:00,23.9,0.5,0,0,0,0,0,1698.9,75.4,417.1,6532.6,224,1295,217,546,0,0,27.1,3,835.5,4.2,6017.5
Al Baha - University,20.1794,41.6357,01-11-2019 00:00,19.3,0.5,0,0,0,0,0,1546,65,419.7,5047.1,249.3,2571.2,191,1374,0,0,47.2,3.1,835.2,4.3,4554.2
Al Baha - University,20.1794,41.6357,01-12-2019 00:00,17.2,0.5,0,0,0,0,0,1302.9,46.1,402.6,6612.5,225.4,1685.1,146.9,501.4,0,0,49.4,3,835.6,4.2,4915.2
Al Baha - University,20.1794,41.6357,01-01-2020 00:00,15.2,0.5,185,3.7,0.4,0,1.1,1087.9,322.2,569.1,7888.5,1769.3,1980.9,1085,556.7,11.5,0,41.3,3,835.8,4.2,5450.1
Al Baha - University,20.1794,41.6357,01-02-2020 00:00,18.2,0.5,198,4,3.3,0.1,2.2,1902.6,602.2,618,6379,1666.7,1569.2,1269.9,614.8,18.9,0.1,39.4,3,835.8,4.2,5930.5
Al Baha - University,20.1794,41.6357,01-03-2020 00:00,20.2,0.5,209,4,3.1,0.1,2,2099.5,552.9,693.4,6879.2,1639.2,1775.1,1427.5,603,17.6,0.1,34,3,833.9,4.2,6950
Al Baha - University,20.1794,41.6357,01-04-2020 00:00,22.8,0.6,213,4.7,3,0.1,1.7,2117.6,779.7,814.8,6560.4,2111.7,2699.9,1826,1226.4,15.7,0.1,37.2,3.5,834.1,4.9,6931.5
Al Baha - University,20.1794,41.6357,01-09-2020 00:00,27.6,0.5,73,4,2.6,0.1,1.6,2028.7,628.9,579,6740.8,1616.4,1850.8,1429.6,719.3,16,0.1,16,3,833.4,4.2,6908
Al Baha - University,20.1794,41.6357,01-10-2020 00:00,22.9,0.5,89,4,2.5,0.1,1.5,1150.5,319.5,284.6,8582.6,1768.3,976.7,1313,380.5,13.3,0.1,15.4,3,835.9,4.2,6661.9
Al Baha - University,20.1794,41.6357,01-11-2020 00:00,20.3,0.5,174,4,2.1,0,1.4,1240.5,452.5,496,6777.1,1720.8,2370.1,1177.4,953.7,12.5,0.1,38.4,3,836,4.2,5160.2
Al Baha - University,20.1794,41.6357,01-12-2020 00:00,17.7,0.5,183,4,2.2,0.1,1.5,1066.2,297.2,302.6,7527.1,1658.6,1165.1,1029.6,308.8,12.5,0.1,43.2,3,836,4.2,5136.3
Al Baha - University,20.1794,41.6357,01-01-2021 00:00,16.4,0.5,163,4,2.3,0.1,1.7,1257.3,357.2,522.8,7177.5,1674.7,1834.7,1102.7,577.2,14.7,0.1,37.8,3,835.7,4.2,5303.7
Al Baha - University,20.1794,41.6357,01-02-2021 00:00,17.6,0.5,187,4,3.2,0.1,2.2,1576.4,464.1,549.4,6719.2,1687.3,1993.8,1200.6,721.3,17.6,0.1,39.8,3,834.9,4.2,5788.4
Al Baha - University,20.1794,41.6357,01-09-2021 00:00,27.8,0.5,71,3.7,2.7,0.1,1.7,2401.5,707.7,654.8,5279.2,1392.1,1581.6,1399.3,677.8,15.5,0.1,18.5,3,833,4.1,6325.3
Al Baha - University,20.1794,41.6357,01-10-2021 00:00,24,0.5,98,3.7,2.8,0.1,1.9,1513.4,79.4,523.3,7088,273.1,1798.2,229.1,714.1,15.5,0.1,21,3,835.9,4.2,6161.8
Al Baha - University,20.1794,41.6357,01-11-2021 00:00,20.3,0.5,145,4,2.2,0,1.5,1123.8,53.1,312.8,7609,311.6,1029.8,225.6,403.4,14.9,0.1,30.8,3,836,4.2,5526.5
Al Baha - University,20.1794,41.6357,01-12-2021 00:00,17.6,0.5,174,4,2.4,0.1,1.7,989.7,38,344.8,7569.3,254.2,1752.4,158.3,719.3,16.3,0.1,35.9,3,836.1,4.2,5053.8
Thuwal - KAUST,22.3065,39.107,01-01-2017 00:00,23.9,0.5,337,4,2.2,0,1.2,1551,392.1,335.8,5142.7,1155.2,1194.4,947.2,374,11.2,0.1,83.6,3,1012.4,5.1,4441.4
Thuwal - KAUST,22.3065,39.107,01-02-2017 00:00,23.3,0.5,356,4,2.7,0.1,1.3,2316.1,648.2,711.9,3523.9,1496.4,2611.8,1149.1,1238.8,13.1,0.1,65.1,3,1012.1,5.1,4529.6
Thuwal - KAUST,22.3065,39.107,01-03-2017 00:00,24.6,0.5,321,4,2.6,0,1.4,2544.1,777,853.4,4485.6,1359.6,2334.2,1258.3,961.1,11.7,0.1,83.6,3,1008.4,5,5726.5
Thuwal - KAUST,22.3065,39.107,01-04-2017 00:00,27.9,0.5,305,4,2.8,0.1,1.5,3026.8,703.7,550.7,3978,1284.1,1399.8,1267.6,599,16,0.1,80.6,3,1007.1,5,6098.8
Thuwal - KAUST,22.3065,39.107,01-05-2017 00:00,29.8,0.5,312,4,2.6,0.1,1.3,2851.5,665.1,445.3,4210.5,1143.6,1473.9,1314.9,902.6,12,0.1,83.8,3,1005.5,5,6160.8
Thuwal - KAUST,22.3065,39.107,01-06-2017 00:00,29.9,0.5,289,4,2.5,0.1,1.5,2344.2,601.2,541.8,5721,1614.2,1266.8,1405.8,278.8,14.7,0.1,92.4,3,1001.6,5,6778.2
Thuwal - KAUST,22.3065,39.107,01-09-2017 00:00,31.4,0.5,289,4,2.5,0.1,1.5,2630.7,189.5,342.2,4680.7,340.4,754.5,406.3,251.4,12.3,0.1,93.7,3,1003.3,5,6160.3
Thuwal - KAUST,22.3065,39.107,01-10-2017 00:00,29,0.5,309,4,2.1,0,1.5,1788.8,125.4,239.3,5825.1,394,712.4,355.6,370.7,10.7,0.1,95.9,3,1007,5,5630.4
Thuwal - KAUST,22.3065,39.107,01-11-2017 00:00,27.5,0.5,322,4,2.3,0,1.3,1685.6,135.1,353,4843,377.3,1392.6,290.3,563.1,11.7,0.1,88.8,3,1009.6,5.1,4537.8
Thuwal - KAUST,22.3065,39.107,01-03-2018 00:00,26,0.5,0,0,0,0,0,2089.3,169.2,680.4,6161.7,464,1660.6,406,451.8,0,0,68.9,3,1008.3,5,6375.2
Thuwal - KAUST,22.3065,39.107,01-04-2018 00:00,27,0.5,0,0,0,0,0,2507.9,232.6,684.2,6022.8,475.3,1607.6,442.8,481.2,0,0,65.5,3,1006.2,5,7031.1
Thuwal - KAUST,22.3065,39.107,01-05-2018 00:00,30.2,0.5,0,0,0,0,0,3128,248,768.1,5108,447.6,1584,454.8,407.7,0,0,62,3,1003.9,5,7120.5
Thuwal - KAUST,22.3065,39.107,01-06-2018 00:00,30.9,0.5,0,0,0,0,0,2970.5,252.2,913.3,5355.5,479.9,2036.6,457.4,534.6,0,0,68.2,3,1001.6,5,7152.3
Thuwal - KAUST,22.3065,39.107,01-07-2018 00:00,31.9,0.5,0,0,0,0,0,2769.9,223.7,716.2,5444.7,473.9,1530.8,455.5,350.7,0,0,65.5,3,1001.7,5,7036.3
Thuwal - KAUST,22.3065,39.107,01-08-2018 00:00,32.1,0.5,0,0,0,0,0,2421.2,186.3,548,5502.2,433.3,1455.5,421.5,509.2,0,0,69.5,3,1001.9,5,6668.6
Thuwal - KAUST,22.3065,39.107,01-09-2018 00:00,31.6,0.5,0,0,0,0,0,3004.4,214.2,421.5,3679.4,291.3,872.8,356.3,288.4,0,0,79.2,3,1003.4,5,5840.5
Thuwal - KAUST,22.3065,39.107,01-10-2018 00:00,29.9,0.5,0,0,0,0,0,2043.4,159.1,429.4,4577.8,370,1721.6,337.2,1114,0,0,71.9,3,1007.7,5,5111.6
Thuwal - KAUST,22.3065,39.107,01-11-2018 00:00,26.9,0.5,0,0,0,0,0,1619,138,440.4,4521.7,445.4,2022.4,292.9,844.4,0,0,61.5,3,1009.8,5.1,4224.2
Thuwal - KAUST,22.3065,39.107,01-12-2018 00:00,24.8,0.5,0,0,0,0,0,1644.6,135.8,511.7,4220.4,396.4,2112.5,263,665.3,0,0,66.4,3,1012.2,5.1,3910.5
Thuwal - KAUST,22.3065,39.107,01-01-2019 00:00,24.1,0.5,0,0,0,0,0,1959.2,145.5,497.7,3470.4,349.6,1962.4,277.3,816,0,0,67.7,3,1012.3,5,3951.5
Thuwal - KAUST,22.3065,39.107,01-02-2019 00:00,23.9,0.5,0,0,0,0,0,2080.2,176.4,652.6,4001.6,445,2590.8,348.1,1250.1,0,0,57.9,3,1011.5,5,4607.3
Thuwal - KAUST,22.3065,39.107,01-03-2019 00:00,23.7,0.5,0,0,0,0,0,2209.2,194.3,765,5648.4,522.2,2320.1,408.6,1048.3,0,0,60.6,3,1010.2,5.1,6107.7
Thuwal - KAUST,22.3065,39.107,01-04-2019 00:00,26.2,0.5,0,0,0,0,0,2516.8,702.6,1038.4,5741,1313.1,2500.5,1182,685.1,0,0,64.7,3,1007.5,5,6768.1
Thuwal - KAUST,22.3065,39.107,01-05-2019 00:00,30.2,0.5,0,0,0,0,0,2797.3,695.2,477,4946.6,1180,973.8,1335.2,333.3,0,0,63.9,3,1005.1,5,6682.7
Thuwal - KAUST,22.3065,39.107,01-06-2019 00:00,31.8,0.5,0,0,0,0,0,2680.4,647.4,424.2,4588.4,1185.1,1123.2,1306.6,523.8,0,0,66,3,1002.1,5,6334.7
Thuwal - KAUST,22.3065,39.107,01-07-2019 00:00,31.8,0.5,0,0,0,0,0,2480.5,262.2,692.9,5709.7,1219.8,1646.7,1271.8,661.2,0,0,68,3,1000.9,5,6893.8
Thuwal - KAUST,22.3065,39.107,01-08-2019 00:00,32.2,0.5,0,0,0,0,0,2337.3,163.3,449.8,5597.8,375.6,1005.8,401.9,376.2,0,0,69.8,3,1002.5,5,6611
Thuwal - KAUST,22.3065,39.107,01-09-2019 00:00,30.9,0.5,0,0,0,0,0,2469.5,186.7,408.9,4619.7,352.3,1115,375.6,416.2,0,0,78,3,1002.8,5,5908.1
Thuwal - KAUST,22.3065,39.107,01-10-2019 00:00,31.1,0.5,0,0,0,0,0,1870.5,228.4,403.5,5032.4,529.5,1215.6,520.5,325.3,0,0,69,2.9,1007.6,5.2,5228
Thuwal - KAUST,22.3065,39.107,01-11-2019 00:00,28.1,0.5,0,0,0,0,0,1567.2,121.1,343.4,5053,393.1,1273.5,291.4,478.9,0,0,63,3,1008.6,5,4486.9
Thuwal - KAUST,22.3065,39.107,01-12-2019 00:00,24.8,0.5,0,0,0,0,0,1322.5,114.8,423.8,5637.5,441.6,1429.3,272.5,317.2,0,0,58,3,1011.5,5.1,4316.6
Thuwal - KAUST,22.3065,39.107,01-01-2020 00:00,21.6,0.5,102,4,0.2,0,0.7,1307.7,121.6,504.1,6020.4,463.4,2182.9,304.2,753.1,8.5,0,52.8,3,1014.3,5.1,4597
Thuwal - KAUST,22.3065,39.107,01-02-2020 00:00,22.7,0.5,122,4,2.6,0,1.2,1963,577.4,733.8,4774.1,1553.7,2455,1139.8,923.7,14.1,0.1,62.1,3,1012.8,5.1,4914.9
Thuwal - KAUST,22.3065,39.107,01-03-2020 00:00,24.1,0.5,102,4,2.6,0.1,1.4,2321.5,641.8,759.5,5308.6,1645.4,2035.6,1332,1073.4,14.9,0.1,66.8,3,1008.8,5.1,6083.3
Thuwal - KAUST,22.3065,39.107,01-04-2020 00:00,26,0.6,100,4.3,2.4,0.1,1.4,2145.2,267,677.2,6306.7,862.1,1650.6,740.7,446.2,11.2,0.1,67.9,3.5,1007.6,5.9,6790.1
Thuwal - KAUST,22.3065,39.107,01-05-2020 00:00,29.3,0.5,99,4,2.5,0,1.4,2533.6,408,676.2,5336.2,904.8,1958.4,1096.3,903.7,12.3,0.1,67.4,3,1005.5,5.1,6632.5
Thuwal - KAUST,22.3065,39.107,01-09-2020 00:00,32.4,0.5,63,4,2.3,0.1,1.7,2314.2,553.3,316.8,5023.7,1122.2,879.8,1215.2,423.8,11.2,0.1,74.8,3,1002.1,5,6025.7
Thuwal - KAUST,22.3065,39.107,01-10-2020 00:00,31.3,0.5,113,4,2.3,0.1,1.6,1615,504,502.2,6168.2,1506.5,1255.5,1153.4,283.3,12.3,0.1,57.9,3,1006.8,5,5569.3
Thuwal - KAUST,22.3065,39.107,01-11-2020 00:00,27.8,0.5,123,3.7,2.4,0,1.2,1422.6,378.9,334.5,5307,1387.6,1214.2,943.4,406.1,12.5,0.1,63.7,3,1009.9,5,4492.5
Thuwal - KAUST,22.3065,39.107,01-12-2020 00:00,25.5,0.5,130,4,2.1,0,1.1,1489.9,419,488.2,4741.3,1453.8,2002.1,899,623.6,10.1,0.1,62.3,3,1011.3,5.1,4028.1
Thuwal - KAUST,22.3065,39.107,01-01-2021 00:00,24.9,0.5,145,4,2.5,0,1.2,1733.6,520.7,613.7,4544,1413.2,1975.8,960.2,539.5,13.6,0.1,59.4,3,1011.7,5.1,4280.5
Thuwal - KAUST,22.3065,39.107,01-02-2021 00:00,23.9,0.5,121,4,2.7,0.1,1.6,1647.6,546.7,548.1,5373.2,1626.2,2178.2,1144.7,1109.6,14.9,0.1,63,3,1011.4,5.1,4971.2
Thuwal - KAUST,22.3065,39.107,01-09-2021 00:00,31.1,0.5,141,3.7,2.5,0,1.4,2674.1,630.6,420,4143.2,1055.4,1022.9,1201.4,425.3,14.4,0.1,76.7,3,1002.9,5,5790.5
Thuwal - KAUST,22.3065,39.107,01-10-2021 00:00,29.3,0.5,107,4,0.2,0,0.7,1831.3,143.7,309.1,5239.4,365.6,590.7,340.3,275.6,8.8,0,78.8,3,1006.7,5.1,5313.2
Thuwal - KAUST,22.3065,39.107,01-11-2021 00:00,27.4,0.5,0,0,0,0,0,1350.9,102.8,271.3,5247.1,366.3,1270.9,283.7,807.5,0,0,69.7,3,1009.5,5.1,4389.4
Thuwal - KAUST,22.3065,39.107,01-12-2021 00:00,25.3,0.5,0,0,0,0,0,1589.8,127.4,474.9,4094.9,390.1,1974.4,249.8,668,0,0,62.9,3,1011.8,5.1,3797.4
Al Jouf - TVTC,29.77634,40.02318,01-01-2017 00:00,9.7,0.5,44,4,3.8,0.1,2.3,1505.1,394.1,533.9,4813.8,1264.9,2092.4,836.6,532.6,20,0.1,42.5,3,940.8,4.7,3830
Al Jouf - TVTC,29.77634,40.02318,01-02-2017 00:00,9.9,0.5,55,4,4.1,0.1,2.3,1533.8,471.9,572.8,5815.4,1666.8,1881.4,1074.8,526.7,16.8,0.1,26.7,3,941.3,4.7,4767.7
Al Jouf - TVTC,29.77634,40.02318,01-03-2017 00:00,16.9,0.5,321,4,4.7,0.1,2.8,2227.6,669.4,873.7,5560.5,1676.5,2412.2,1255.3,850,25.8,0.1,35.9,3,935.8,4.7,5740.9
Al Jouf - TVTC,29.77634,40.02318,01-04-2017 00:00,22.3,0.5,28,4,4.6,0.1,2.4,2852.7,873.5,1098.3,4059.5,1865,2733.3,1537.7,1193.4,23.2,0.1,24.8,3,937.1,4.7,5726
Al Jouf - TVTC,29.77634,40.02318,01-09-2017 00:00,32.5,0.5,275,4,3.6,0.1,1.9,2436.7,193.7,427.5,5772.3,420.7,1232.9,483.9,502.3,17.3,0.1,14.8,3,934.1,4.7,6433.7
Al Jouf - TVTC,29.77634,40.02318,01-10-2017 00:00,24.8,0.5,12,4,3.4,0.1,1.7,1587.2,346.9,401.5,6530.3,958.9,1636.7,742.1,702,14.1,0.1,22.4,3,936.8,4.7,5433.4
Al Jouf - TVTC,29.77634,40.02318,01-11-2017 00:00,17.6,0.5,66,4,3.6,0.1,1.9,1851,586.1,601.8,4120.6,1466.6,1892.1,918.2,471.5,17.3,0.1,42.6,3,939.2,4.7,3972.7
Al Jouf - TVTC,29.77634,40.02318,01-03-2018 00:00,21.3,0.5,252,4,4,0.1,2.2,2252.1,99.2,998.1,6351.2,238.5,2404.3,201.2,519.6,17.3,0.1,22.7,3,936.9,4.7,6314.3
Al Jouf - TVTC,29.77634,40.02318,01-04-2018 00:00,22.4,0.5,304,4,4.5,0.1,2.4,2528.4,117.5,944.7,6491.3,287.4,2713.3,274.8,1038.8,25.8,0.1,27.4,3,934.4,4.7,7142.7
Al Jouf - TVTC,29.77634,40.02318,01-05-2018 00:00,27.7,0.5,303,4,4.7,0.1,2.8,2944.4,119,1214.5,5943.9,266.4,3167,239.9,1227.9,28,0.1,21.4,3,933.7,4.7,7350.8
Al Jouf - TVTC,29.77634,40.02318,01-06-2018 00:00,32,0.5,296,4,4.8,0.1,2.5,2348.1,124.7,913.7,8113.2,285.2,1907.4,256.2,387.9,19.7,0.1,15.9,3,931.5,4.7,8361.9
Al Jouf - TVTC,29.77634,40.02318,01-07-2018 00:00,32.9,0.5,285,4,5.1,0.1,2.5,1991.9,84,683.1,8626,284.6,1316.9,247,156.9,17.9,0.1,16.8,3,929.6,4.7,8295.6
Al Jouf - TVTC,29.77634,40.02318,01-08-2018 00:00,32.3,0.5,277,4,5,0.1,2.6,1515.3,67.6,527.5,8978.7,278.6,1390.2,251.9,399.3,16,0.1,19.8,3,930.8,4.7,7827
Al Jouf - TVTC,29.77634,40.02318,01-10-2018 00:00,25.7,0.5,104,3.7,3.4,0.1,2,2091.4,99.1,651.8,5041.5,223.6,2069,207.2,687.1,19.5,0.1,26.5,3,937.7,4.7,5122.5
Al Jouf - TVTC,29.77634,40.02318,01-11-2018 00:00,15.3,0.5,75,4,2.7,0.1,1.9,1697.3,74,600.2,2934.3,199.7,2488.7,139.9,1003.9,20.5,0.1,73.8,3,939.3,4.7,3147.4
Al Jouf - TVTC,29.77634,40.02318,01-12-2018 00:00,12.8,0.5,143,4,3.3,0.1,2,1163.8,53.1,481.1,5454.8,222.6,2235.8,125.4,529,22.1,0.1,59.7,3,940.7,4.7,3644.8
Al Jouf - TVTC,29.77634,40.02318,01-01-2019 00:00,10.7,0.5,37,4,4,0.1,2.6,1616.7,60.7,575.3,3915.4,223,2551.2,138.7,996.1,23.7,0.1,50.6,3,939.3,4.7,3527.3
Al Jouf - TVTC,29.77634,40.02318,01-02-2019 00:00,12.2,0.5,344,4,3.8,0.1,2.5,1560.2,71.8,586.1,6004,239.7,2428.9,187.6,907.9,23.7,0.1,51.2,3,939.5,4.7,4881
Al Jouf - TVTC,29.77634,40.02318,01-05-2019 00:00,29.8,0.5,331,4,3.8,0.1,2.2,2428,659.1,787,6984.7,1937.7,1934.4,1558.1,549.9,20.8,0.1,12.7,2.9,934.4,4.7,7611.7
Al Jouf - TVTC,29.77634,40.02318,01-06-2019 00:00,33.2,0.5,288,4,4.3,0.1,2.6,2163.5,676.9,787.5,7565.8,1882.7,1790.2,1598,416.6,21.9,0.1,14.6,3,932,4.7,7742.5
Al Jouf - TVTC,29.77634,40.02318,01-07-2019 00:00,33.2,0.5,278,4,4.4,0.1,2.8,1571.1,101.5,571.5,9475.9,303.9,1280.8,264.2,280.2,16.8,0.1,14.7,3,929.6,4.7,8373.8
Al Jouf - TVTC,29.77634,40.02318,01-08-2019 00:00,33,0.5,269,4,4.8,0.1,2.8,1856.6,80.1,755.2,8185.3,308.6,1993.6,247.2,587.7,19.7,0.1,16.7,3,930.6,4.7,7668.3
Al Jouf - TVTC,29.77634,40.02318,01-09-2019 00:00,32,0.5,288,4,3.5,0.1,1.9,1744.2,62,408.9,7326.7,249.2,1141.2,209.4,409.7,15.2,0.1,17.4,3,933.1,4.7,6670
Al Jouf - TVTC,29.77634,40.02318,01-10-2019 00:00,26.8,0.5,15,4,3.1,0.1,2.1,1912.3,92.7,537.6,4951.6,218.7,1900.2,183.9,660.6,20.8,0.1,30.7,3,936.8,4.7,4920.7
Al Jouf - TVTC,29.77634,40.02318,01-11-2019 00:00,17.3,0.5,65,4,3.2,0.1,2,1383.8,66.6,530.7,5332.8,216.9,2315.6,140.2,695.8,19.2,0.1,43.6,3,939.5,4.7,4056.3
Al Jouf - TVTC,29.77634,40.02318,01-12-2019 00:00,12.5,0.5,232,4,2.6,0.1,2.4,903.1,37.3,300.1,6460.4,221.5,1871.5,123.6,676.8,16.3,0.1,47.4,3,939.6,4.7,3804.5
Al Jouf - TVTC,29.77634,40.02318,01-01-2020 00:00,9.2,0.5,255,3.7,3.7,0.1,2.8,1333.4,405.6,551.4,5488.9,1475.5,2201.3,840.3,583.9,22.4,0.1,48.9,3,940.4,4.7,3948.7
Al Jouf - TVTC,29.77634,40.02318,01-02-2020 00:00,12,0.5,261,4,4.2,0.1,3,1454.2,589.8,744.3,6556,1750.1,2631.7,1141.2,825.7,22.9,0.1,45.4,3,939.6,4.7,5013.3
Al Jouf - TVTC,29.77634,40.02318,01-03-2020 00:00,17.3,0.5,274,4,4.8,0.1,3.2,2141.1,626.1,741.5,6048.1,1768.7,2642.8,1308,1206,24,0.1,33.1,3,935.6,4.7,6023
Al Jouf - TVTC,29.77634,40.02318,01-04-2020 00:00,21.9,0.5,287,4,4.1,0.1,2.8,2330.6,523.5,824.9,6828.2,1315.9,2207.1,1142.4,951.8,29,0.1,27.7,3,935,4.7,7187.5
Al Jouf - TVTC,29.77634,40.02318,01-05-2020 00:00,28.1,0.5,277,4,4.2,0.1,2.9,2581.5,748.5,937.6,6901,1817.7,2494.7,1543.7,913.4,25.8,0.1,15.9,3,935,4.7,7638.5
Al Jouf - TVTC,29.77634,40.02318,01-09-2020 00:00,33.7,0.5,347,4,2.8,0.1,1.7,2126.1,606.8,587.4,6568.7,1533.5,1302.9,1328.5,364.7,20,0.1,11.5,3,933.6,4.7,6580
Al Jouf - TVTC,29.77634,40.02318,01-10-2020 00:00,26.1,0.5,82,4,2.5,0.1,1.6,1173.8,284.8,264.6,7846.8,1639.9,852.2,1163.7,381.8,10.1,0.1,14.1,3,938.5,4.7,5708.7
Al Jouf - TVTC,29.77634,40.02318,01-11-2020 00:00,17.6,0.5,67,4,3,0.1,2.2,1380.2,447.6,516.4,5315.3,1492.1,1996,895.3,712.5,21,0.1,51.3,3,938.9,4.7,4067.3
Al Jouf - TVTC,29.77634,40.02318,01-12-2020 00:00,12.6,0.5,79,3.7,3.3,0.1,2.1,1274.2,337.4,380.7,4545.1,1264,2138.1,751.5,864.8,16.5,0.1,58.8,3,941.1,4.7,3380.6
Al Jouf - TVTC,29.77634,40.02318,01-01-2021 00:00,11.5,0.5,46,3.9,3.3,0.1,2.1,1446.4,428.2,561.7,5145.6,1717,2506.7,981.4,725.8,20.2,0.1,45.9,3.2,941.2,4.9,3944
Al Jouf - TVTC,29.77634,40.02318,01-03-2021 00:00,18.1,0.5,277,4,3.9,0.1,3.2,2155.5,702.5,966.1,6569.8,1908.9,2493.4,1461.1,677.4,28,0.1,27.5,3,937.1,4.7,6384.4
Al Jouf - TVTC,29.77634,40.02318,01-04-2021 00:00,23.9,0.5,307,3.7,3.5,0.1,2.7,2225.7,779.5,1025.9,7076.1,1967.1,2969.9,1549.4,1011,20,0.1,17.2,3,937.3,4.6,7284.1
Al Jouf - TVTC,29.77634,40.02318,01-05-2021 00:00,30,0.5,283,4,3.7,0.1,3,2289.2,663.2,823,7930.5,1929.1,2218.2,1623.1,835.7,18.4,0.1,12.3,3,933.4,4.7,8070.1
Al Jouf - TVTC,29.77634,40.02318,01-09-2021 00:00,30.3,0.5,298,3.7,3.2,0.1,2.2,1641.3,77.8,451.8,7626.5,374.3,925.8,330.4,270.1,13.6,0.1,18.9,3,933.6,4.6,6706.2
Makkah - UQU,21.331,39.949,01-01-2017 00:00,25.2,0.5,97,4.2,2.2,0,1.2,1664.4,477.9,423.9,4531.1,1165.3,1358.6,905.9,333.6,11.5,0.1,50.6,3.2,979.9,5.2,4250.1
Makkah - UQU,21.331,39.949,01-03-2018 00:00,29.5,0.5,249,4,2.4,0.1,1.4,2243.4,115,486.7,6226.5,382.8,1215.4,365.8,383.9,12.5,0.1,31.1,3,976.4,4.9,6678.2
Makkah - UQU,21.331,39.949,01-04-2018 00:00,30.8,0.5,237,4,2.6,0.1,1.6,2751.8,132.7,577.1,5487.3,290.2,1616.7,309.7,783.6,18.9,0.1,31.7,3,974.3,4.9,6886.4
Makkah - UQU,21.331,39.949,01-05-2018 00:00,35.1,0.5,258,4,2.9,0.1,1.8,3080.4,107.1,656.3,5602.1,199.9,1439.5,218.3,373.9,22.9,0.1,21.8,3,972.7,4.9,7479.2
Makkah - UQU,21.331,39.949,01-06-2018 00:00,36.7,0.5,281,4,2.7,0.1,1.5,3313.7,189.8,781.1,5070.5,239.2,1893.7,367.7,621.6,13.1,0.1,21.8,3,970.5,4.9,7310.5
Makkah - UQU,21.331,39.949,01-07-2018 00:00,36.3,0.5,278,3.7,2.7,0.1,1.5,3111.1,150.3,642.1,5304.7,223.4,1495.9,274.2,471.7,24.2,0.1,21.9,3,970.7,4.8,7288.7
Makkah - UQU,21.331,39.949,01-08-2018 00:00,36,0.5,275,4,2.8,0.1,1.6,2721.4,109.5,537.2,5482.6,207.9,1412.8,242.4,536.5,32.5,0.1,24.3,3,971,4.9,6950.1
Makkah - UQU,21.331,39.949,01-02-2020 00:00,24.2,0.5,244,3.7,2.4,0.1,1.4,1823.6,585.5,555.7,3176.5,1281.7,1672.9,1112.6,1177,13.6,0.1,44.3,3,979.7,4.9,3893.2
