Station_Name,Latitude,Longitude,Date,Air Temperature (C°),Air Temperature Uncertainty (C°),Wind Direction at 3m (°N),Wind Direction at 3m Uncertainty (°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv)),GHI (Wh/m2)
Osfan - KAU,21.89252,39.2539,01-10-2019 00:00,31.6,0.5,340,3.8,2.9,0.1,1.9,2163.3,197,549.1,4866.9,398.9,1355.7,391.4,355,19.2,0.1,59.4,3.1,996.8,5.1,5377.9
Osfan - KAU,21.89252,39.2539,01-11-2019 00:00,28.9,0.5,17,3.8,2.7,0,1.4,1693.7,134,384,5039.4,443.1,1481.2,325,573.9,14.9,0.1,57.3,3,998.2,5.1,4634.7
Osfan - KAU,21.89252,39.2539,01-12-2019 00:00,25.2,0.5,34,4,3.7,0.1,1.7,1560.3,128.2,511.5,5176.9,445.4,1877.8,290,495.7,17.3,0.1,55,3,1000.8,5,4307.9
Osfan - KAU,21.89252,39.2539,01-01-2020 00:00,21.9,0.5,29,4,4,0.1,1.8,1405.7,472.5,545.8,6219.5,1588.3,2113.1,1048.8,648.1,15.5,0.1,49.7,3,1003.4,5,4818.4
Osfan - KAU,21.89252,39.2539,01-02-2020 00:00,23.4,0.5,12,4,3.5,0.1,1.8,2221.3,624.9,720.2,4385.6,1562.5,2517.8,1216.1,1023.9,14.4,0.1,56.3,3,1002,5,4959.4
Osfan - KAU,21.89252,39.2539,01-03-2020 00:00,25.6,0.5,3,3,3.6,0.1,2.1,2436.8,639.3,750.1,5455.8,1647.6,1988.3,1371.2,1092.3,21.3,0.1,54.4,3,998.1,5,6308.6
Osfan - KAU,21.89252,39.2539,01-09-2020 00:00,34.7,0.5,302,3.7,2.8,0.1,1.8,2468.7,569,337.5,5044.1,1140.7,772.5,1271.9,286.5,14.1,0.1,56.4,3,992,4.9,6212.3
Osfan - KAU,21.89252,39.2539,01-10-2020 00:00,32.8,0.5,67,4,3.1,0.1,2,1698.5,487.8,563.2,6251.9,1550,1422.7,1207.9,361.9,24.5,0.1,45.7,3,996.6,5,5750.3
Osfan - KAU,21.89252,39.2539,01-11-2020 00:00,28.3,0.5,10,3.7,2.6,0.1,1.8,1592.7,422.3,392.7,4940.1,1385.6,1592.4,961.5,720.7,15.5,0.1,61,3,999.5,5,4439.9
Osfan - KAU,21.89252,39.2539,01-12-2020 00:00,26.2,0.5,16,4,2.1,0.1,1.9,1688.5,443.3,550.6,4413.6,1504.7,2175.5,924.4,615.4,15.2,0.1,58.3,3,1000.7,5,4033
Osfan - KAU,21.89252,39.2539,01-01-2021 00:00,25.2,0.5,41,4,3.3,0.1,2,1805.4,562.3,610.3,4510.2,1365.9,1923.5,980.5,630.2,18.7,0.1,58.4,3,1000.9,5,4348.2
Osfan - KAU,21.89252,39.2539,01-02-2021 00:00,24.5,0.5,15,3.7,3.5,0.1,2.2,1814.4,569,605.4,5131.2,1638,2284.9,1182,1066.8,17.3,0.1,58,3,1000.7,5,5016.3
Osfan - KAU,21.89252,39.2539,01-03-2021 00:00,27.4,0.5,352,4,3.3,0.1,1.9,2445.2,671.4,652.7,5248.1,1388.2,1372,1289,405.4,17.9,0.1,57.5,3,997.9,5,6161.8
Osfan - KAU,21.89252,39.2539,01-04-2021 00:00,29.7,0.5,349,3.7,3.4,0.1,2,2720.1,713.2,584.3,5245.5,1391.3,1305,1402.3,453.5,20.8,0.1,50.7,3,996.7,5,6718.8
Osfan - KAU,21.89252,39.2539,01-05-2021 00:00,32.4,0.5,317,3.7,2.7,0.1,1.6,2251.1,613.2,618.7,6793,1805.4,1478.2,1526.1,367.1,12.5,0.1,53.1,3,994.1,4.9,7387
Osfan - KAU,21.89252,39.2539,01-07-2021 00:00,33.9,0.5,303,4,3.2,0.1,1.9,3104.8,783.2,529.6,4465.3,1206.9,1480.7,1405.2,673.8,16.3,0.1,53.2,3,990.2,5,6627.9
Osfan - KAU,21.89252,39.2539,01-08-2021 00:00,34.7,0.5,322,4,3.1,0.1,1.7,2739,217,541.6,4890.9,414,1228.2,435.7,423.3,14.9,0.1,56.1,3,991.1,5,6560.8
Osfan - KAU,21.89252,39.2539,01-09-2021 00:00,32.8,0.5,341,4,3.2,0.1,1.7,2714.6,649.6,411.5,4315.4,1085.5,1105.4,1253.4,440.4,22.1,0.1,63.8,3,992.7,5,5972.5
Osfan - KAU,21.89252,39.2539,01-10-2021 00:00,31.1,0.5,344,3.7,2.5,0.1,1.5,1853.6,150.8,296.7,5513.5,387,619.8,364.5,300.2,12.8,0.1,65.5,3,996.5,5,5533.7
Osfan - KAU,21.89252,39.2539,01-11-2021 00:00,28.5,0.5,6,4,2.5,0.1,1.5,1386.1,107.3,238.8,5330.4,397.4,1447.3,310,890.9,13.6,0.1,62.1,3,998.9,5,4506.5
Al Farshah - TQ TVTC,17.7749,43.17555,01-01-2017 00:00,23.8,0.5,54,4,1.9,0,1.2,1323.8,378.3,417.1,6504.9,1403.2,1181.3,1053.6,233.8,9.1,0.1,53.8,3,895.8,4.5,5253.8
Al Farshah - TQ TVTC,17.7749,43.17555,01-02-2017 00:00,23.3,0.5,46,4,2,0,1.3,2326,603.7,608.6,3505.4,1315.8,2100.9,1117.3,1218.9,12.3,0.1,58.6,3,894.9,4.5,4657.6
Al Farshah - TQ TVTC,17.7749,43.17555,01-03-2017 00:00,26.4,0.5,58,4,2.1,0,1.5,2300.3,608.5,584.7,4717.9,1398.2,2086.6,1273.7,1076.8,15.5,0.1,52.4,3,893,4.5,5753
Al Farshah - TQ TVTC,17.7749,43.17555,01-04-2017 00:00,29.3,0.5,64,4,2.3,0.1,1.5,2473.9,686.3,601,5866.1,1549.2,1694.8,1464.2,905.1,13.1,0.1,35.6,3,893.1,4.5,6995.7
Al Farshah - TQ TVTC,17.7749,43.17555,01-05-2017 00:00,29.4,0.5,63,4,2,0,1.6,2776.4,652.1,467.2,4744.2,1242.7,1134.6,1422.3,643.3,16.3,0.1,53.1,3,892.2,4.5,6580.1
Al Farshah - TQ TVTC,17.7749,43.17555,01-09-2017 00:00,31.1,0.5,51,4,2.4,0.1,1.6,2299.6,281.2,521,5606,751.8,1197.6,779,437.1,17.3,0.1,38.6,3,890.6,4.5,6518.8
Al Farshah - TQ TVTC,17.7749,43.17555,01-10-2017 00:00,29.3,0.5,336,3.7,2.3,0,1.3,1323,91.8,269.7,7616.6,546,696,430.3,274.6,11.7,0.1,28,3,893.4,4.4,6485.5
Al Farshah - TQ TVTC,17.7749,43.17555,01-11-2017 00:00,25.7,0.5,36,4,2.2,0,1.2,1173.5,103.5,316.6,7198.1,525.9,1266.2,393.4,443.8,10.1,0.1,38.8,3,894.6,4.5,5619.6
Al Farshah - TQ TVTC,17.7749,43.17555,01-03-2018 00:00,26.8,0.5,38,4,2.3,0,1.5,1745.2,134.4,448.6,7193.5,554.3,1375.8,478.8,604.4,16,0.1,32.2,3,893.4,4.5,6971.5
Al Farshah - TQ TVTC,17.7749,43.17555,01-04-2018 00:00,26.6,0.5,54,4,2,0,1.5,2591,237.1,738.5,4620.9,425.2,2009.6,443.6,1060.4,23.2,0.1,46.4,3,892.3,4.5,6168.1
Al Farshah - TQ TVTC,17.7749,43.17555,01-05-2018 00:00,30,0.5,61,4,2.3,0.1,1.5,2684.8,209.7,634.6,4991.3,410.8,1344.2,433.2,818.9,13.3,0.1,39.7,3,891,4.5,6640.5
Al Farshah - TQ TVTC,17.7749,43.17555,01-06-2018 00:00,31.3,0.5,60,4,2.1,0,1.5,3549.4,276.8,734.9,2937,366.3,1732,434.9,962.6,24.8,0.1,40.6,3,889.2,4.5,5958.5
Al Farshah - TQ TVTC,17.7749,43.17555,01-07-2018 00:00,30.4,0.5,48,3.7,2.2,0,1.5,3802.2,281.5,453.4,1788.5,200.5,1057.2,392.7,897.2,19.5,0.1,43.6,3,889,4.4,5318.7
Al Farshah - TQ TVTC,17.7749,43.17555,01-08-2018 00:00,29.2,0.5,54,3.7,2,0,1.5,3387.1,248.6,422.3,2519.3,288.2,1096.8,429.7,790.9,22.4,0.1,52,3,889.4,4.5,5490.9
Al Farshah - TQ TVTC,17.7749,43.17555,01-09-2018 00:00,30.5,0.5,20,4,2.4,0.1,1.6,2344.6,178.8,516.3,5328.5,410.8,1295.5,432.5,578.7,16,0.1,41.1,3,891.1,4.5,6400.2
Al Farshah - TQ TVTC,17.7749,43.17555,01-10-2018 00:00,27.5,0.5,275,4,2.2,0,1.5,1725.7,146.7,479.2,5794.8,454.6,1874.1,388.3,930.6,13.9,0.1,39.5,3,894.1,4.5,5778.6
Al Farshah - TQ TVTC,17.7749,43.17555,01-11-2018 00:00,25,0.5,32,4,2,0,1.3,1611.9,150.1,500.3,5364.2,469.7,1874.7,387.2,782.9,14.9,0.1,48.3,3,894.8,4.4,4929
Al Farshah - TQ TVTC,17.7749,43.17555,01-12-2018 00:00,23.3,0.5,46,3.7,1.9,0,1.2,1332.3,111.7,344.6,6167.7,459.7,1243.8,327.3,376.9,9.1,0,52.7,3,895.8,4.5,4963.4
Al Farshah - TQ TVTC,17.7749,43.17555,01-01-2019 00:00,23.6,0.5,49,4,1.8,0,1.3,1533.5,135.7,478,6242.8,459.9,1143,329.3,205.6,9.3,0.1,50.7,3,896.1,4.5,5345.5
Al Farshah - TQ TVTC,17.7749,43.17555,01-02-2019 00:00,24.5,0.5,49,4,2,0,1.4,2299.9,194.1,513.8,4439.4,385.1,1622.6,370.2,844.6,10.9,0.1,50.5,3,894.9,4.5,5318.9
Al Farshah - TQ TVTC,17.7749,43.17555,01-03-2019 00:00,25.7,0.5,52,4,2.2,0.1,1.6,2335.9,170.8,598.4,4903.6,442.6,2108.4,418.1,1285.2,19.7,0.1,45.9,3,893.8,4.5,5948.5
Al Farshah - TQ TVTC,17.7749,43.17555,01-04-2019 00:00,28.1,0.5,59,4,2.3,0,1.5,2804.8,709.9,827.6,4668.9,1089.3,1874.3,1275.7,819.8,18.1,0.1,43.9,3,892.7,4.5,6412.9
Al Farshah - TQ TVTC,17.7749,43.17555,01-05-2019 00:00,28.1,0.5,67,4,2,0,1.5,2697.1,761.1,682.5,4650.2,1260.8,1459.5,1386.1,942.8,21.3,0.1,43.4,3,892.5,4.5,6343.7
Al Farshah - TQ TVTC,17.7749,43.17555,01-06-2019 00:00,31.2,0.5,61,4,2.1,0,1.5,2832.6,691,427.4,4033.9,1160.4,1261.5,1344,824.4,16.5,0.1,43.9,3,889.6,4.5,6041.4
Al Farshah - TQ TVTC,17.7749,43.17555,01-07-2019 00:00,31.2,0.5,47,4,2.2,0,1.5,3556,709.3,425.1,2203.4,416.4,1036.8,1068.4,698.1,19.5,0.1,43.3,3,888.2,4.4,5393.4
Al Farshah - TQ TVTC,17.7749,43.17555,01-08-2019 00:00,28.8,0.5,51,4,2.2,0,1.4,2937,219.1,411.1,3449.6,320.4,1335.5,459.8,873.3,16.5,0.1,54.6,3,890.1,4.5,5735.8
Al Farshah - TQ TVTC,17.7749,43.17555,01-09-2019 00:00,30.5,0.5,50,4,2.2,0,1.5,2295.6,211.6,593.5,4871.9,419.1,1850.5,412.7,866.1,13.3,0.1,42.2,3,890.4,4.5,5977.4
Al Farshah - TQ TVTC,17.7749,43.17555,01-10-2019 00:00,27.5,0.6,40,4.1,2.3,0.1,1.4,1690.2,147.9,467.6,5970.7,516.9,1643.3,413.4,720.5,14.4,0.1,43.6,3.2,893.3,4.9,5675.7
Al Farshah - TQ TVTC,17.7749,43.17555,01-11-2019 00:00,25.3,0.5,38,3.7,2,0,1.3,1559.4,147.6,473.3,5647.2,454.9,1963.7,351.6,868.5,12,0,45,3,894.1,4.4,5069.7
Al Farshah - TQ TVTC,17.7749,43.17555,01-12-2019 00:00,23.3,0.5,47,3.7,1.9,0,1.2,1444.5,127.2,414.6,5780.9,436.6,1599.1,307.4,550.7,9.6,0,52.1,3,895.1,4.5,4828.7
Al Farshah - TQ TVTC,17.7749,43.17555,01-01-2020 00:00,21.8,0.5,53,4,2,0,1.2,1669.2,475,574.2,5022.5,1574.8,2571.3,1096.2,1092.4,10.4,0.1,53.2,3,896,4.5,4697.5
Al Farshah - TQ TVTC,17.7749,43.17555,01-02-2020 00:00,25.5,0.5,45,3.7,2.1,0,1.2,2221.7,737.9,742.7,4481.5,1405.1,1919.1,1317.4,885.2,10.9,0.1,47.1,3,894.9,4.5,5332.4
Al Farshah - TQ TVTC,17.7749,43.17555,01-03-2020 00:00,25.5,0.5,56,3.7,2.1,0,1.4,2581.1,675.3,569.2,4564,1319.8,1858.9,1300.5,988.2,13.6,0.1,51.5,3,893.1,4.4,5972.7
Al Farshah - TQ TVTC,17.7749,43.17555,01-04-2020 00:00,27.4,0.5,57,4,2,0,1.4,2324.3,643.3,628.5,5260.8,1643,2212.3,1436.3,1308.7,14.9,0.1,51.6,3,892.9,4.5,6299.4
Al Farshah - TQ TVTC,17.7749,43.17555,01-05-2020 00:00,29.6,0.5,56,4,2.1,0,1.5,2439.4,647.2,654.7,5140.1,1364.7,1752.4,1415.3,946,16.5,0.1,43.4,3,892.4,4.5,6540.7
Al Farshah - TQ TVTC,17.7749,43.17555,01-09-2020 00:00,30.1,0.5,81,3.7,2.2,0,1.5,2029.4,611.8,640.2,5886.9,1469.4,1572.2,1355.6,580.6,17.3,0.1,39.5,3,890.3,4.4,6443.4
Al Farshah - TQ TVTC,17.7749,43.17555,01-10-2020 00:00,28.2,0.5,279,3.7,2.4,0,1.4,1157.2,267.7,266.3,7732.7,1651.8,776.9,1286.5,247.2,13.3,0.1,26.1,3,893.5,4.4,6347.6
Al Farshah - TQ TVTC,17.7749,43.17555,01-11-2020 00:00,25.1,0.5,45,3.7,2,0,1.2,1161.3,393.3,424.2,6380.2,1614.8,1872.4,1173.4,758.2,12,0.1,48.3,3,894.9,4.5,5099.8
Al Farshah - TQ TVTC,17.7749,43.17555,01-12-2020 00:00,23.5,0.5,47,3.7,1.9,0,1.2,1149.8,292.3,260.7,6247.7,1443.1,836,970.2,189.7,9.1,0.1,52.8,3,895.3,4.5,4810.2
Al Farshah - TQ TVTC,17.7749,43.17555,01-01-2021 00:00,22.5,0.5,47,3.7,2,0,1.2,1409.8,457.8,592.4,6365.1,1562.4,1723.7,1136.4,645.2,9.1,0,46.5,3,895.1,4.5,5225.9
Al Farshah - TQ TVTC,17.7749,43.17555,01-02-2021 00:00,23.4,0.5,50,3.7,2.1,0,1.3,1808.6,549.7,606.2,5374.7,1565.1,2348.2,1205.2,998.7,13.3,0.1,48.4,3,894.6,4.4,5356.4
Al Farshah - TQ TVTC,17.7749,43.17555,01-03-2021 00:00,27,0.5,59,3.7,2.2,0.1,1.4,2144.3,697.7,752.9,6129.5,1471.8,1477.5,1354.7,396.2,11.5,0.1,36.7,3,893.4,4.4,6647.1
Al Farshah - TQ TVTC,17.7749,43.17555,01-04-2021 00:00,27.3,0.5,54,3.7,2.2,0,1.5,2522.8,715.4,606.9,5110.4,1393.1,1826.2,1376,1114.3,18.4,0.1,39.9,3,893,4.5,6493.8
Al Farshah - TQ TVTC,17.7749,43.17555,01-07-2021 00:00,29.2,0.5,54,3.7,2,0,1.4,3261.8,736.3,588.6,2070,861.1,1380.4,1228.9,1278.8,15.7,0.1,55.4,3,888.1,4.4,4964.4
Al Farshah - TQ TVTC,17.7749,43.17555,01-11-2021 00:00,26,0.5,12,4,2.2,0,1.3,1185.4,108,330.6,6978.5,469.1,980.8,343.4,320.2,13.3,0.1,34,3,894.7,4.5,5462
Hada Al Sham - KAU,21.80117,39.72854,01-01-2017 00:00,24.6,0.5,275,4,1.7,0,1.4,1576.4,430.8,416.8,4993.9,1137.8,1568.2,896.9,513.2,10.1,0.1,61,3,987.8,4.9,4408.1
Hada Al Sham - KAU,21.80117,39.72854,01-02-2017 00:00,24,0.5,9,4,2.8,0.1,2.2,2232.5,550.8,584.9,2989.1,1470.1,2354.6,1098.9,1204,19.7,0.1,46.8,3,987.3,4.9,4151
Hada Al Sham - KAU,21.80117,39.72854,01-03-2017 00:00,26.9,0.5,266,4,2,0,1.6,2605.2,732,738.5,3849.1,1214.4,2004.4,1222.8,800.1,13.3,0.1,50.7,3,983.8,4.9,5374.8
Hada Al Sham - KAU,21.80117,39.72854,01-04-2017 00:00,31.7,0.5,252,4,2.1,0,1.6,2869.7,680.1,468,3937.6,1132,1150.1,1240.9,520,15.7,0.1,38,3,982.8,4.9,5999.1
Hada Al Sham - KAU,21.80117,39.72854,01-05-2017 00:00,34.6,0.5,280,4,2.1,0,1.6,2984.3,725.1,541.1,4711.6,1147.7,1053.1,1364.6,406.7,13.3,0.1,33.4,3,981.4,4.9,6750
Hada Al Sham - KAU,21.80117,39.72854,01-06-2017 00:00,35.2,0.5,259,4,2,0,1.7,2732.3,232.2,631.2,5928.5,490.1,1474.9,463,367.3,12,0.1,34,3,977.8,4.9,7303.9
Hada Al Sham - KAU,21.80117,39.72854,01-09-2017 00:00,35.3,0.5,247,4,2.3,0.1,1.7,2651.4,230.1,391.7,4646,402.4,982,526,370.6,13.6,0.1,43.3,3,979.9,4.9,6183.4
Hada Al Sham - KAU,21.80117,39.72854,01-10-2017 00:00,31.6,0.5,256,3.7,1.7,0,1.5,1732.9,118.3,209.4,6069.7,413,692.1,360.6,388.4,12.3,0.1,49.6,3,983.2,4.9,5780.6
Hada Al Sham - KAU,21.80117,39.72854,01-11-2017 00:00,28.4,0.5,261,4,1.7,0,1.4,1667.8,136,361,4858.2,386.6,1462.4,299.7,668.1,11.2,0.1,57.2,3,985.6,4.9,4581.6
Hada Al Sham - KAU,21.80117,39.72854,01-03-2018 00:00,28.2,0.5,252,4,2,0.1,1.7,2220.1,185.1,669.9,6090.5,481.7,1742.6,424.5,555.5,14.4,0.1,38.4,3,984.3,4.9,6510.6
Hada Al Sham - KAU,21.80117,39.72854,01-04-2018 00:00,29.6,0.5,262,4,2.1,0.1,1.6,2751,230.5,698,5662.1,503.9,1757.6,466.4,641.8,12,0.1,35.2,3,982.2,4.9,7066.7
Hada Al Sham - KAU,21.80117,39.72854,01-05-2018 00:00,33.9,0.5,274,4,2.5,0.1,1.9,3206.6,261.2,730.8,5161.2,456.5,1575.3,462.6,412.7,14.7,0.1,28.4,3,980.4,4.9,7265.9
Hada Al Sham - KAU,21.80117,39.72854,01-06-2018 00:00,35.1,0.5,273,4,2.4,0.1,1.7,3182.3,271.3,848.6,5201.8,502.4,1991.8,473.1,590.4,14.9,0.1,30,3,978.2,4.9,7274
Hada Al Sham - KAU,21.80117,39.72854,01-07-2018 00:00,34.5,0.5,283,3.7,2.2,0.1,1.7,2989,227.7,770.9,5476,530.9,1631.2,537.3,376.3,12.5,0.1,30.4,3,978.4,4.9,7251.2
Hada Al Sham - KAU,21.80117,39.72854,01-08-2018 00:00,34.5,0.5,287,4,2.4,0.1,1.8,2558.4,188.2,588.9,5718.3,449.8,1508.4,448.7,517.7,13.3,0.1,35,3,978.6,4.9,6941.3
Hada Al Sham - KAU,21.80117,39.72854,01-09-2018 00:00,34.4,0.5,243,4,2.2,0,1.5,3019.6,226.6,433.9,3925.1,314.9,791.7,376.9,234.3,16.5,0.1,48.7,3,980.2,4.9,6064.4
Hada Al Sham - KAU,21.80117,39.72854,01-10-2018 00:00,31.2,0.5,249,3.7,2.1,0,1.6,2017.2,153.1,370.6,4820.8,385.3,1796.5,360.6,1080.4,15.5,0.1,45.6,3,984.2,4.9,5283.7
Hada Al Sham - KAU,21.80117,39.72854,01-11-2018 00:00,26,0.5,314,4,1.7,0,1.5,1778.7,137.4,392.5,3773,393,2012.6,293.8,1086.6,13.3,0.1,61.1,3,986.1,4.9,3986.5
Hada Al Sham - KAU,21.80117,39.72854,01-12-2018 00:00,24.3,0.5,292,4,1.7,0,1.2,1787.3,142.5,450.1,3944.5,425.1,2110.2,283,743.2,9.9,0.1,58.4,3,988,5,3945.8
Hada Al Sham - KAU,21.80117,39.72854,01-01-2019 00:00,23.8,0.5,256,3.7,1.8,0,1.4,1989.4,166.9,506.4,3655.1,424.7,1996.2,314.6,843.1,13.9,0.1,60.7,3,988.1,4.9,4115.1
Hada Al Sham - KAU,21.80117,39.72854,01-02-2019 00:00,24,0.5,314,3.7,2.3,0,1.7,2181.9,210.7,653.9,4078.1,487.5,2637.1,381.8,1269.2,15.5,0.1,49.5,3,987.1,4.9,4777.5
Hada Al Sham - KAU,21.80117,39.72854,01-03-2019 00:00,24.6,0.5,302,4,2.5,0.1,1.9,2349.6,214.4,853.8,5648.3,537.5,2589.1,432.2,1177.4,20,0.1,41.6,3,985.8,5,6230.3
Hada Al Sham - KAU,21.80117,39.72854,01-04-2019 00:00,29.1,0.5,270,4,2.3,0.1,1.6,2751.7,726.4,1047.5,5575.1,1296.2,2464.2,1212.6,681.1,13.6,0.1,37.4,3,983.2,4.9,6906.5
Hada Al Sham - KAU,21.80117,39.72854,01-05-2019 00:00,33.1,0.5,249,3.7,2,0,1.6,2958.4,685.4,503.4,4915.1,1267.2,1074,1451.9,436.3,19.5,0.1,35.9,3,981.4,4.9,6841.2
Hada Al Sham - KAU,21.80117,39.72854,01-06-2019 00:00,35.6,0.5,293,4,2.4,0.1,1.9,3095,708,420.2,4821.7,1305.6,1342.5,1518.8,759.9,15.2,0.1,28.9,3,978.8,4.9,6968.9
Hada Al Sham - KAU,21.80117,39.72854,01-07-2019 00:00,34.8,0.5,295,4,2.2,0.1,1.8,2747.2,491.6,636.2,5982,1373.8,1466.6,1462.7,421.2,13.3,0.1,28.6,3,977.5,4.9,7390.4
Hada Al Sham - KAU,21.80117,39.72854,01-08-2019 00:00,33.9,0.5,265,4,2.2,0.1,1.7,2516.4,164.2,485,5552.8,394.5,1331.1,439.4,715.9,17.9,0.1,41.9,3,979.3,4.9,6803
Hada Al Sham - KAU,21.80117,39.72854,01-09-2019 00:00,33.9,0.5,261,4,2,0,1.6,2587.3,209.2,456,4885,402.3,1192.9,416.8,475.4,14.9,0.1,42.5,3,979.5,4.9,6277.8
Hada Al Sham - KAU,21.80117,39.72854,01-10-2019 00:00,30.5,0.5,243,3.9,1.6,0,1.6,1940.5,214.6,393.4,5294.1,452.2,1032.8,492.1,315.4,23.5,0.1,55.3,3.2,983.7,5.2,5533.9
Hada Al Sham - KAU,21.80117,39.72854,01-11-2019 00:00,27.5,0.5,277,3.8,1.6,0,1.7,1673.9,143,406.5,4939,457.2,1670.5,335.1,637.5,16.3,0.1,53.8,3.1,985,5.1,4597.5
Hada Al Sham - KAU,21.80117,39.72854,01-12-2019 00:00,24.1,0.5,12,4,2.2,0.1,2.1,1568.1,120.9,451.8,4959.9,448.1,1807.5,294,562.8,17.1,0.1,51.5,3,987.3,4.9,4264.9
Hada Al Sham - KAU,21.80117,39.72854,01-01-2020 00:00,21.1,0.5,355,4,2.6,0.1,2,1408,436.9,588.2,6102.4,1656.1,2446.8,1077.3,787.1,18.4,0.1,45.1,3,989.5,5,4793.9
Hada Al Sham - KAU,21.80117,39.72854,01-02-2020 00:00,23.2,0.5,294,4,1.9,0,1.7,2217,590.4,596.7,4158.9,1536.9,2272.7,1215.7,1164.3,13.9,0.1,50.2,3,988.3,5,4873.9
Hada Al Sham - KAU,21.80117,39.72854,01-03-2020 00:00,25.7,0.5,278,4,2,0.1,1.9,2599.8,688.8,726.9,5377.8,1590.5,2041.1,1395.7,928.7,15.5,0.1,42.3,3,984.6,4.9,6432.5
Hada Al Sham - KAU,21.80117,39.72854,01-04-2020 00:00,28.8,0.5,260,4,1.8,0,1.7,2288.5,727.2,796.3,6487.8,1878.4,2007.5,1540.4,602.1,11.7,0.1,39,3,983.7,4.9,7119.5
Hada Al Sham - KAU,21.80117,39.72854,01-05-2020 00:00,33.2,0.5,268,4,1.9,0,1.9,2672.2,702.2,757,5689.8,1619.6,2109,1508.4,1150.3,16.3,0.1,32.7,3,982,4.9,7050
Hada Al Sham - KAU,21.80117,39.72854,01-09-2020 00:00,35.3,0.5,233,3.7,1.7,0,1.9,2400.9,586.7,385.8,5322.1,1295.6,983,1325.9,390.7,21.6,0.1,39.7,3,979.1,4.9,6392.7
Hada Al Sham - KAU,21.80117,39.72854,01-10-2020 00:00,32.1,0.5,68,4,1.9,0,1.9,1615.5,524.1,549.7,6810.4,1687.4,1531.1,1272,380.2,23.2,0.1,34,3,983.7,4.9,6037.1
Hada Al Sham - KAU,21.80117,39.72854,01-11-2020 00:00,27.5,0.5,263,3.7,1.2,0,1.4,1625.3,410.6,351.1,5119,1462.9,1545.9,1004.9,663.9,12,0,56.3,3,986.2,4.9,4634
Hada Al Sham - KAU,21.80117,39.72854,01-12-2020 00:00,25.3,0.5,282,4,1.3,0,1.6,1731.9,476.4,587.5,4494.3,1543.3,2289.4,969.4,669.3,12.3,0.1,51.3,3,987.1,4.9,4165
Hada Al Sham - KAU,21.80117,39.72854,01-01-2021 00:00,24,0.5,37,4,1.8,0.1,2.1,1760.7,520.5,647.5,5016.3,1555.5,1968.9,1033.2,501.6,17.9,0.1,51.5,3,987.5,5,4611
Hada Al Sham - KAU,21.80117,39.72854,01-02-2021 00:00,23.6,0.5,322,4,1.9,0.1,2.1,1893.5,523.4,543.1,4859.5,1753.5,2292.6,1210.9,1210.9,15.7,0.1,52.3,3,987,4.9,4965.1
Hada Al Sham - KAU,21.80117,39.72854,01-03-2021 00:00,27.5,0.6,242,4.2,1.6,0.1,1.8,2368.3,568.2,480.5,5520.5,960.4,1206.6,1264.1,413.2,14.1,0.1,43.5,3.4,984.3,5.5,6314.5
Hada Al Sham - KAU,21.80117,39.72854,01-04-2021 00:00,30.1,0.5,357,3.7,1.8,0.1,1.8,2883.8,738.3,682.8,4884.1,1405.5,1708.1,1449.5,768.6,19.7,0.1,39.1,3,983.2,4.9,6643.7
Hada Al Sham - KAU,21.80117,39.72854,01-05-2021 00:00,33.2,0.5,357,4,1.6,0,1.6,2374,616.4,670,6797.4,1927,1717.1,1597.2,481.1,18.7,0.1,34.8,3,980.7,4.9,7513.3
Hada Al Sham - KAU,21.80117,39.72854,01-07-2021 00:00,34.3,0.5,357,4,2,0.1,1.8,3150.5,777.3,506.3,4548.7,1239.1,1461.7,1453.6,708.9,13.1,0.1,38,3,977.1,4.9,6766.8
Hada Al Sham - KAU,21.80117,39.72854,01-08-2021 00:00,35.3,0.5,357,4,1.8,0,1.8,2800.2,210.8,517.8,5117.3,431.8,1219.8,437.9,419.1,12.5,0.1,39.6,3,978,4.9,6800.4
Hada Al Sham - KAU,21.80117,39.72854,01-09-2021 00:00,33.5,0.5,357,4,1.6,0,1.7,2779,688.8,457.6,4433,1206.9,1181.3,1283.9,458.3,32,0.1,47.7,3,979.4,4.9,6135.9
Hada Al Sham - KAU,21.80117,39.72854,01-10-2021 00:00,31.8,0.5,357,4,1.4,0,1.6,1873.8,159.3,407.3,5781.3,419.1,945,370.3,326.1,11.2,0.1,44.2,3,983.1,4.9,5756.3
Hada Al Sham - KAU,21.80117,39.72854,01-11-2021 00:00,27.7,0.5,357,4,1.2,0,1.4,1433.6,134.8,322.6,5484.8,427.7,1733.8,319.2,958.6,12.5,0,50.8,3,985.4,4.9,4633.4
Hada Al Sham - KAU,21.80117,39.72854,01-12-2021 00:00,24.9,0.5,357,4,1.2,0,1.4,1664.7,138.3,477.4,4401.5,401.2,1986,283,686.9,9.6,0.1,53.1,3,987.4,4.9,4082.8
